name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Pellet Bow	xbow		6lx	lxb	6lx	100		1	1				1	28	73			19		-20		100	83	155	30	1	57	38	6504	114318			lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Siege Crossbow	xbow		8mx	lxb	8mx	0		1	1				1	20	42					-10		100	80	70	40	1	40	25	2446	31590			lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Ashwood Bow	abow		am6	am1	am6	100		1	1				1	16	29			13		-10		100	56	77	48	1	39	24	2600	32620		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Ceremonial Bow	abow		am7	am2	am7	100		1	1				1	19	41			13		0		100	73	110	55	1	47	30	3676	54418		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Grand Matron Bow	abow		amc	am2	amc	100		1	1				1	14	72			13		0		100	108	152	55	1	78	54	11126	264475		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Matriarchal Bow	abow		amb	am1	amb	100		1	1				1	20	47			13		-20		100	87	187	48	1	53	35	7900	128510		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Reflex Bow	abow		am2	am2	am2	100		1	1				1	9	19			13		0		100	35	60	55	1	27	15	1192	11253		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1	1	2			1					1					1	1	1			1			5	8	0	xxx	xxx	1	0
Stag Bow	abow		am1	am1	am1	100		1	1				1	7	12			13		-10		100	30	45	48	1	18	9	834	5650		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1	1	2			1					1					1	1	2			1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Ancient Axe	axe		9gi	gix	9gi	0		1	1				1	43	85				3	10	100		125		100		51	33	2510	41203			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Axe	axe		axe	axe	axe	0		1	1	8	12								1	10	100		32		48		7	0	134	882			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	2	2			1	2	2			1					1					1					1					1					1					1					1	2	2			1					1					1					1					1					1					1					1			2	2	0	2ax	mpi	1	0
Battle Axe	axe		btx	btx	btx	0		1	1				1	12	32				1	10	100		54		80		17	8	420	3245			lax	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1	2	2			1					1					1	1	2			1					1					1					1					1					1					1					1					1					1					1			5	2	0	gix	xxx	1	0
Bearded Axe 	axe		9ba	lax	9ba	0		1	1				1	21	49				1		100		92		70		38	24	906	12478			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Berserker Axe	axe		7wa	hax	7wa	100		1	1	24	71							14	2		100		138	59	52		85	59	5320	140135			hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Broad Axe 	axe		bax	lax	bax	0		1	1				1	10	18				1		100		48		70		12	4	268	1817			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1	2	2			1					1	2	2			1					1					1					1					1					1	2	2			1					1					1					1					1					1					1					1			2	2	0	gax	gix	1	0
Champion Axe	axe		7ga	btx	7ga	100		1	1				1	59	94			17	2	-10	100		167	59	100		82	57	6416	162159			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Cleaver	axe		9ax	axe	9ax	0		1	1	10	33								1	10	100		68		48		34	21	504	7081			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Crowbill	axe		9mp	axe	9mp	0		1	1	14	34								1	-10	100		94	70	52		43	27	1522	22021			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Decapitator	axe		7bt	btx	7bt	100		1	1				1	49	137			17	2	10	100		189	33	80		73	50	5460	123452			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Double Axe	axe		2ax	axe	2ax	0		1	1	6	14								1	10	100		43		48		13	5	292	2035			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1	1	1			1					1	1	2			1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	mpi	wax	1	0
Ettin Axe	axe		72a	axe	72a	100		1	1	33	66							14	1	10	100		145	45	48		70	48	4498	98222			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Feral Axe	axe		7la	lax	7la	100		1	1				1	25	123			17	2	-15	100		196		60		57	38	5810	102451			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Giant Axe	axe		gix	gix	gix	0		1	1				1	22	45				3	10	100		70		100		27	15	804	8107			lax	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1		1			1					1		1			1					1					1					1	3	3			1					1	2	2			1					1					1			2	2	0	xxx	xxx	1	0
Glorious Axe	axe		7gi	gix	7gi	100		1	1				1	60	124			17	3	10	100		164	55	100		85	59	6144	161164			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Gothic Axe	axe		9ga	btx	9ga	0		1	1				1	18	70				2	-10	100		115	79	100		46	30	2016	30371			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Great Axe	axe		gax	btx	gax	0		1	1				1	9	30				2	-10	100		63	39	100		23	12	638	5807			lax	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	8	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Hand Axe	axe		hax	hax	hax	0		1	1	5	9										100				56		1	0	56	451			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3		2			1	1	1			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			2	2	0	axe	2ax	1	0
Hatchet	axe		9ha	hax	9ha	0		1	1	10	21										100		25	25	56		31	18	270	4311			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Large Axe	axe		lax	lax	lax	0		1	1				1	6	13				1	-10	100		35		60		6	0	118	762			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	2	2			1	2	2			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			2	2	0	btx	gax	1	0
Military Axe	axe		9la	lax	9la	0		1	1				1	14	34				1	-10	100		73		60		34	21	454	6581			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Military Pick	axe		mpi	axe	mpi	0		1	1	7	13								1	-10	100		49	33	52		19	9	474	3900			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1		2			1					1					1	1	2			1					1					1					1					1					1	1	1			1					1					1					1					1			2	2	0	wax	xxx	1	0
Naga	axe		9wa	hax	9wa	0		1	1	16	45								2		100		121		52		48	31	2224	34661			hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Silver Edged Axe	axe		7ba	lax	7ba	100		1	1				1	62	110			17	2		100		166	65	70		65	44	6318	126714			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Small Crescent	axe		7ax	axe	7ax	100		1	1	38	60							14	1	10	100		115	83	48		61	41	5260	99564			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Tabar	axe		9bt	btx	9bt	0		1	1				1	24	77				1	10	100		101		80		42	27	1362	19511			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	inv9btu	inv9btu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Tomahawk	axe		7ha	hax	7ha	100		1	1	33	58							14			100		125	67	56		54	36	4678	78728			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
Twin Axe	axe		92a	axe	92a	0		1	1	13	38								1	10	100		85		48		39	24	974	13584			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	2	0	xxx	xxx	1	0
War Axe	axe		wax	hax	wax	0		1	1	10	18								2		100		67		52		25	14	708	6808			hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1	2	2			1					1					1					1					1					1	2	4			1					1	2	2			1					1					1			2	2	0	xxx	xxx	1	0
War Spike	axe		7mp	axe	7mp	100		1	1	30	48							14	1	-10	100		133	54	52		79	54	5370	131453			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
Blade Bow	bow		6hb	sbw	6hb	100		1	1				1	21	41			13		-20		100	76	119	32	1	60	40	7116	131350			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Cedar Bow	bow		8lb	lbw	8lb	0		1	1				1	10	29			13		-10		100	53	49	28	1	35	21	590	8195			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Composite Bow	bow		cbw	lbw	cbw	0		1	1				1	4	9			13		-20		100	25	35	36	1	12	4	242	1722			sbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1	2	3			1					1					1					1					1					1		1			1		1			1		1			1					1					1					1					1					1			5	8	0	sbb	swb	1	0
Crusader Bow	bow		6l7	lbb	6l7	100		1	1				1	15	63			13		0		100	97	121	44	1	77	53	6036	143509			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Diamond Bow	bow		6s7	sbb	6s7	100		1	1				1	33	40			13		-10		100	89	132	40	1	72	49	8202	181006			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Double Bow	bow		8cb	lbw	8cb	0		1	1				1	11	26			13		-20		100	58	73	36	1	39	24	828	11876			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Edge Bow	bow		8sb	sbw	8sb	0		1	1				1	6	19			13		-10		100	25	43	20	1	30	18	200	3550			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Gothic Bow	bow		8lw	lbb	8lw	0		1	1				1	10	50			13		0		100	95	118	55	1	52	34	3676	60180			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Great Bow	bow		6cb	lbw	6cb	100		1	1				1	12	52			13		-20		100	121	107	36	1	68	46	5914	124302			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Hunter's Bow	bow		hbw	sbw	hbw	0		1	1				1	3	8			13		-20		100		28	32	1	5	0	116	675			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1	2	2			1	1	2			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			5	8	0	lbw	sbb	1	0
Hydra Bow	bow		6lw	lbb	6lw	100		1	1				1	10	68			13		0		100	134	167	55	1	85	59	6458	169188			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Long Battle Bow	bow		lbb	lbb	lbb	0		1	1				1	3	18			13		0		100	40	50	44	1	23	12	516	4954			sbw	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1	1	2			1	1	2			1					1					1					1					1					1			5	8	0	swb	lwb	1	0
Long Bow	bow		lbw	lbw	lbw	0		1	1				1	3	10			13		-10		100	22	19	28	1	8	1	164	1042			sbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1	2	2			1					1	1	1			1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			5	8	0	cbw	lbb	1	0
Long Siege Bow	bow		8l8	lbb	8l8	0		1	1				1	10	42			13		0		100	80	95	44	1	46	30	1646	25251			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Long War Bow	bow		lwb	lbb	lwb	0		1	1				1	3	23			13		0		100	50	65	55	1	31	18	1192	12883			sbw	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1	2	2			1	2	3			1					1					1			5	8	0	xxx	xxx	1	0
Razor Bow	bow		8hb	sbw	8hb	0		1	1				1	8	22			13		-20		100	25	62	32	1	33	20	450	6355			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Rune Bow	bow		8sw	sbb	8sw	0		1	1				1	14	35			13		-10		100	73	103	48	1	49	32	2600	40920			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Shadow Bow	bow		6lb	lbw	6lb	100		1	1				1	15	59			13		-10		100	52	188	28	1	63	42	8536	164743			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Short Battle Bow	bow		sbb	sbb	sbb	0		1	1				1	5	11			13		-10		100	30	40	40	1	18	9	348	3031			sbw	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1	2	3			1					1					1					1					1					1					1	1	2			1	1	2			1					1					1					1					1					1			5	8	0	lbb	lwb	1	0
Short Bow	bow		sbw	sbw	sbw	0		1	1				1	1	7			13		-10		100		15	20	1	1	0	34	310			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1	2	2			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	hbw	cbw	1	0
Short Siege Bow	bow		8s8	sbb	8s8	0		1	1				1	13	30			13		-10		100	65	80	40	1	43	27	1146	17171			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Short War Bow	bow		swb	sbb	swb	0		1	1				1	6	14			13		-10		100	35	55	48	1	27	15	834	8350			sbw	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1		2			1		2			1					1	2	2			1	2	3			1					1					1			5	8	0	lwb	xxx	1	0
Spider Bow	bow		6sb	sbw	6sb	100		1	1				1	23	50			13		-10		100	64	143	20	1	55	36	7030	119001			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Ward Bow	bow		6sw	sbb	6sw	100		1	1				1	20	53			13		-10		100	72	146	48	1	80	55	5014	124586			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	8	0	xxx	xxx	1	0
Barbed Club	club		9sp	clb	9sp	0		1	1	19	37								1		100		30		72		48	31	326	4970			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	2	0	xxx	xxx	1	0
