Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
megademon2	361	megademon1	megademon3	1	PitLord	megademon2		megademon	Megademon		DM	1													2	5		17	26	1	27	56	83	megademon	megademon	10	11	10	8				55	70	85	45	55	60	80	90	95	100	100	100	0	0	0	75	60	45																1	1							1		1			1	1									MegademonInferno	S1	7																						70	60	46	-35	-28	-23	50	0	120	75	50	75	50	0	120	75	50	75	50	0	120	75	50	75	2				35	35	35	10	420	500	200	280	110	170	250	0	0	0	0	0	0	450	530	230	260	160	230	320	0	0	0	0	0	0	450	530	230	260	160	230	320	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
megademon3	362	megademon1	megademon4	2	VenomLord	megademon3		megademon	Megademon		DM	1													3	5		17	26	1	30	57	84	megademon	megademon	10	11	10	8				60	75	90	50	60	65	80	95	97	100	100	100	0	0	0	75	60	45																1	1							1		1			1	1									MegademonInferno	S1	8																						70	60	46	-35	-28	-23	50	0	130	75	50	75	50	0	130	75	50	75	50	0	130	75	50	75	2				40	40	40	10	420	500	200	300	110	160	250	0	0	0	0	0	0	450	530	230	260	160	230	320	0	0	0	0	0	0	450	530	230	260	160	230	320	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
necroskeleton	363	necroskeleton		0	NecroSkeleton	necroskeleton		skeleton	NecroPet		SK	1													1	1		13	15	1				necroskeleton	necroskeleton	10	11	11	11				0	0	0	75	75	75	15	15	15	50	50	50	0	0	0																		1	1					1	1				1			1	1			1																														0	0	0	-50	-50	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		1		10	10	10	10	30	30	10	0	0	7	10	0	7	10	0	0	0	40	40	10	0	0	7	10	0	7	10	0	0	0	50	50	15	0	0	7	10	0	7	10	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
necromage	364	necromage		0	NecroMage	necromage		skeleton	NecroPet		SK	1													1	1		12	14	1				necromage	necromage	10	11	11	11				0	0	0	75	75	75	15	15	15	50	50	50	0	0	0																		1	1					1	1				1			1	1			1						NecromageMissile	A1	1																						0	0	0	-50	-50	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		1		10	10	10	10	90	90	40	0	0	7	10	0	7	10	0	0	0	120	120	50	0	0	7	10	0	7	10	0	0	0	150	150	60	0	0	7	10	0	7	10	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
griswold	365	griswold		0	Griswold	griswold		undead	Griswold		GZ	1													1	1		7	8	0	5	39	84	zombie	zombie	11	11	10	8																																					1	1					1				1	1		1																																		70	60	46	-35	-28	-23	50	0	0	50	0	120	50	0	0	50	0	120	50	0	0	50	0	120	2				5	5	5	10	2510	2510	170	550	210	470	180	0	0	0	0	0	0	2480	2480	160	550	180	440	200	0	0	0	0	0	0	2480	2480	160	550	180	440	200	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Griswold	Griswold	Griswold		Griswold (N)	Griswold (N)	Griswold (N)		Griswold (H)	Griswold (H)	Griswold (H)								0
compellingorb	366	compellingorb		0	compellingorb	compellingorb		construct	Idle		9a	1													1	1		0	0	0	40	55	80	compellingorb	compellingorb		11	11	11																																					1													1				1																														0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	1000	0	0	0	0	0	1000	2				0	0	0	0	340	650	170	0	0	0	0	0	0	0	0	0	0	630	630	10	2020	0	0	0	0	0	0	0	0	0	630	630	10	2020	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
tyrael2	367	tyrael2		0	tyrael	tyrael2			NpcStationary		TY	1													1	1		0	0	0				mednpc	mednpc		11	11	11																																				1	1	1	1	1		1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
darkwanderer	368	darkwanderer		0	youngdiablo	darkwanderer			DarkWanderer		1Z	1													1	1		5	5	0				darkwanderer	darkwanderer		11	11	11																																					1	1												1				1																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
trap-nova	369	trap-nova		0	a trap	trap-nova			Trap-Nova		9A	1													1	1		0	0	1							11	11	11				20	20	20	1	1	1	15	15	15																firebolt		nova							1													1				1	1					Trap Nova	S1	1																						0	0	0	0	0	0	50	90	90	90	90	90	50	90	90	90	90	90	50	90	90	90	90	90	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
spiritmummy	370	spiritmummy		0	Dummy	spiritmummy		mummy	Idle		xx														3	5		17	26	1	24	57	85			10																																								1	1									1			1	1																																	0	0	0	-35	-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
lightningspire	371	lightningspire		0	LightningSpire	lightningspire		construct	ArcaneTower		AE	1													1	1		0	0	1	1	48	79	lightningorb	lightningorb	9	11	11	11				1	1	1	150	125	75	33	25	15	4	4	4	150	125	75	50	33	25							arcanelightningbolt									1													1	1									ArcaneTower	seq_arcanetower	1	Lightning	seq_arcanetower	6																			0	0	0	0	0	0	0	90	90	100	0	1000	0	90	90	100	0	1000	0	90	90	100	0	1000	0				45	45	45	0	2040	4080	70	1890	0	0	0	0	0	0	0	0	0	1030	1230	10	1890	0	0	0	0	0	0	0	0	0	1030	1230	10	1890	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
firetower	372	firetower		0	FireTower	firetower		construct	DesertTurret		PB	1													1	1		0	0	1	1	46	77	turret	turret	9	11	11	11				10	7	3	5	6	7	120	100	80	30	30	30	5	5	5																			1													1	1									DesertTurret	seq_desertturret	1																						0	0	0	0	0	0	40	50	99	50	85	1000	40	50	99	50	85	1000	40	50	99	50	85	1000	0				45	45	45	0	2040	4080	70	1890	0	0	0	0	0	0	0	0	0	2830	3430	10	1890	0	0	0	0	0	0	0	0	0	2830	3430	10	1890	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
slinger1	373	slinger1	slinger2	0	Slinger	slinger1		pantherwoman	PantherJavelin		PW	1	1												2	5		5	10	1	14	43	75	slinger	slinger	10	11	11	10				25	25	25	70	70	70	24	24	24	10	10	10	0	0	0	40	40	40							pantherjav1									1										1			1	1																																	70	70	70	-35	-28	-23	10	0	25	0	120	0	10	0	25	0	120	0	10	0	25	0	120	0	2				15	15	15	10	150	210	120	130	110	200	190	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	A1	cold	0	0	0	0	10	50	80	0	20	60	100	0				0	0			0	0			0	0																Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
slinger2	374	slinger1	slinger3	1	SpearCat	slinger2		pantherwoman	PantherJavelin		PW	1	1												3	5		5	10	1	15	44	77	slinger	slinger	10	11	11	10				25	25	25	75	75	75	24	24	24	15	15	15	0	0	0	40	40	40							pantherjav2									1										1			1	1																																	70	70	70	-35	-28	-23	10	0	25	0	140	0	10	0	25	0	140	0	10	0	25	0	140	0	2				15	15	15	10	150	220	120	130	110	200	190	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	A1	cold	0	0	0	0	10	50	80	0	20	60	100	0				0	0			0	0			0	0																Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
slinger3	375	slinger1	slinger4	2	NightSlinger	slinger3		pantherwoman	PantherJavelin		PW	1	1												3	6		5	10	1	17	46	79	slinger	slinger	10	11	11	10				25	25	25	80	80	80	24	24	24	20	20	20	0	0	0	40	40	40							pantherjav3									1										1			1	1																																	70	70	70	-35	-28	-23	10	0	25	100	0	0	10	0	25	100	0	0	10	0	25	100	0	0	2				15	15	15	10	150	210	120	130	110	210	180	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	A1	ltng	0	0	0	0	10	10	130	0	20	10	170	0				0	0			0	0			0	0																Act 2 Miss B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
slinger4	376	slinger1	slinger7	3	HellSlinger	slinger4		pantherwoman	PantherJavelin		PW	1	1												4	6		5	10	1	19	48	80	slinger	slinger	10	11	11	10				25	25	25	85	85	85	24	24	24	25	25	25	0	0	0	40	40	40							pantherjav4									1										1			1	1																																	70	70	70	-35	-28	-23	10	0	105	0	0	0	10	0	105	0	0	0	10	0	105	0	0	0	2				20	20	20	10	150	210	120	130	100	190	190	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	140	200	190	160	90	140	290	0	0	0	0	0	0	A1	fire	0	0	0	0	10	60	100	0	20	80	120	0				0	0			0	0			0	0																Act 2 Miss C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Miss C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Miss C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
act2guard4	377	act2guard4		0	Dummy	act2guard4		human	Idle		GU	1													1	1		6	6	0				act3hire	act3hire	11	11	11	11																																				1	1	1	1	1		1								1	1																																	70	70	70	-35	-35	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
act2guard5	378	act2guard5		0	Dummy	act2guard5		human	Idle		GU	1													1	1		6	6	0				act3hire	act3hire	11	11	11	11																																				1	1	1	1	1		1								1	1																																	70	70	70	-35	-35	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
skmage_cold1	379	skmage_cold1	skmage_cold2	1	ReturnedMage	skmage_cold1		skeleton	SkeletonMage		SK	1	1												2	4		4	4	1	8	39	69	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage2									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	0	140	75	33	0	0	0	140	75	33	0	0	0	140	75	2				10	10	10	10	150	210	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	cold	100	120	180	150	100	100	220	150	100	100	220	200				0	0			0	0			0	0																Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
skmage_cold2	380	skmage_cold1	skmage_cold3	2	BoneMage	skmage_cold2		skeleton	SkeletonMage		SK	1	1												2	5		4	4	1	10	40	70	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage2									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	0	150	75	33	0	0	0	150	75	33	0	0	0	150	75	2				10	10	10	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	cold	100	120	180	150	100	100	220	150	100	100	220	200				0	0			0	0			0	0																Act 1 Cast C	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast C	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast C	Act 1 (H) Champ B	Act 1 (H) Unique B								0
skmage_cold3	381	skmage_cold1	skmage_cold4	3	BaalColdMage	skmage_cold3		skeleton	SkeletonMage		SK	1	1												3	5		5	5	1	14	43	74	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage2									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	75	0	160	75	33	0	75	0	160	75	33	0	75	0	160	75	2				15	15	15	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	cold	100	120	180	150	100	100	220	150	100	100	220	200				0	0			0	0			0	0																Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skmage_cold4	382	skmage_cold1	skmage_cold5	4	HorrorMage	skmage_cold4		skeleton	SkeletonMage		SK	1	1												3	6		5	5	1	17	47	78	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage2									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	0	170	75	33	0	0	0	170	75	33	0	0	0	170	75	2				15	15	15	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	cold	100	120	180	150	100	100	220	150	100	100	220	200				0	0			0	0			0	0																Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_fire1	383	skmage_fire1	skmage_fire2	1	ReturnedMage	skmage_fire1		skeleton	SkeletonMage		SK	1	1												2	4		4	4	1	8	39	69	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	100	0	0	75	33	0	100	0	0	75	33	0	100	0	0	75	2				10	10	10	10	150	210	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	fire	100	130	200	0	100	120	250	0	100	120	250	0				0	0			0	0			0	0																Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
skmage_fire2	384	skmage_fire1	skmage_fire3	2	BoneMage	skmage_fire2		skeleton	SkeletonMage		SK	1	1												2	5		4	4	1	10	40	70	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	105	0	0	75	33	0	105	0	0	75	33	0	105	0	0	75	2				10	10	10	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	fire	100	130	200	0	100	120	250	0	100	120	250	0				0	0			0	0			0	0																Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
skmage_fire3	385	skmage_fire1	skmage_fire4	3	BurningDeadMage	skmage_fire3		skeleton	SkeletonMage		SK	1	1												3	5		5	5	1	14	44	75	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	110	0	0	75	33	0	110	0	0	75	33	0	110	0	0	75	2				15	15	15	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	fire	100	130	200	0	100	120	250	0	100	120	250	0				0	0			0	0			0	0																Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
skmage_fire4	386	skmage_fire1	skmage_fire5	4	HorrorMage	skmage_fire4		skeleton	SkeletonMage		SK	1	1												3	6		5	5	1	17	47	78	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	115	0	0	75	33	0	115	0	0	75	33	0	115	0	0	75	2				15	15	15	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	fire	100	130	200	0	100	120	250	0	100	120	250	0				0	0			0	0			0	0																Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_ltng1	387	skmage_ltng1	skmage_ltng2	1	ReturnedMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												2	4		4	4	1	8	40	70	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	100	0	75	33	0	0	100	0	75	33	0	0	100	0	75	2				10	10	10	10	150	210	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	ltng	100	90	240	0	100	80	290	0	100	80	290	0				0	0			0	0			0	0																Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
skmage_ltng2	388	skmage_ltng1	skmage_ltng3	2	BoneMage	skmage_ltng2		skeleton	SkeletonMage		SK	1	1												2	5		4	4	1	10	41	71	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	105	0	75	33	0	0	105	0	75	33	0	0	105	0	75	2				10	10	10	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	ltng	100	90	240	0	100	80	290	0	100	80	290	0				0	0			0	0			0	0																Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
skmage_ltng3	389	skmage_ltng1	skmage_ltng4	3	BurningDeadMage	skmage_ltng3		skeleton	SkeletonMage		SK	1	1												3	5		5	5	1	14	44	78	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	110	0	75	33	0	0	110	0	75	33	0	0	110	0	75	2				15	15	15	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	ltng	100	90	240	0	100	80	290	0	100	80	290	0				0	0			0	0			0	0																Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
skmage_ltng4	390	skmage_ltng1	skmage_ltng5	4	HorrorMage	skmage_ltng4		skeleton	SkeletonMage		SK	1	1												3	6		5	5	1	17	48	79	sk_mage	sk_mage	10	11	11	11				35	65	85	40	40	40	10	10	10	5	6	7	0	30	50	40	40	40	0	0	0	0	0	0	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						0	0	0	-35	-28	-18	33	0	0	115	0	75	33	0	0	115	0	75	33	0	0	115	0	75	2				15	15	15	10	150	200	170	110	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	140	190	180	220	0	0	0	0	0	0	0	0	0	A1	ltng	100	90	240	0	100	80	290	0	100	80	290	0				0	0			0	0			0	0																Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
hellbovine	391	hellbovine		0	Hell Bovine	hellbovine		bovine	Skeleton		EC	1													6	13		10	10	1	28	61	81	hellbovine	hellbovine	10	11	11	10				100	100	100	0	0	0	95	99	99	33	33	33																						1	1									1			1	1																																	70	53	46	-35	-28	-23	50	33	50	50	50	33	50	33	50	50	50	33	50	33	50	50	50	33	2				30	30	30	10	610	1220	180	280	470	660	190	540	700	200	0	0	0	930	1130	160	160	390	520	260	360	490	310	0	0	0	930	1130	160	160	390	520	260	360	490	260	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Cow	Act 4 Champ B	Act 4 Unique B		Cow (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		Cow (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
