name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Loricated Mail	100	0	1	1	496	496	0	10	149	0	72	0	73	50	87388	119252	ucl	ucl			scl	scl	scl	xcl	ucl	0	1	2	3	1	6	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Luna	100	0	1	1	123	123	0	0	100	20	168	0	61	40	19064	43654	uml	uml			buc	buc	sml	xml	uml	0	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	17	29	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	5	0	xxx	xxx	0	0	1
Mage Plate	0	0	1	1	261	261	1	0	55	0	120	0	60	20	39470	66525	xtp	xtp			ltp	ltp	ltp	xtp	utp	0	1	2	3	1	6	1	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			7	8	0	xxx	xxx	0	0	1
Mask	0	0	1	1	27	27	0	0	23	0	40	0	19	0	952	2557	msk	msk			msk	hlm	msk	xsk	usk	0	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1		2			1					1					1					1					1		1			1					1					1					1			1	2	0	xxx	xxx	0	0	1
Mesh Armor	0	0	1	1	213	213	0	5	92	0	90	0	45	20	25146	28855	xhn	xhn			chn	chn	chn	xhn	uhn	0	1	2	3	1	6	1	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Mesh Belt	0	0	1	1	40	40	0	0	58	0	32	0	43	20	4382	10826	zmb	zmb			mbl	mbl	mbl	zmb	umc	0	16	2	1	1	2	1	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Mesh Boots	0	0	1	1	44	44	0	0	65	0	32	0	43	20	4702	11474	xmb	xmb			mbt	mbt	mbt	xmb	umb	0	16	2	2	1	4	1	flpmbt	invmbt									0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	23	52	120		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Minion Skull	100	0	1	1	139	139	0	0	77	3	40	0	59	39	18710	8207	neb	neb		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Mirrored Boots	100	0	1	1	68	68	0	0	163	0	36	0	81	55	13886	42047	utb	utb			mbt	mbt	tbt	xtb	utb	0	16	2	2	1	4	1	flptbt	invtbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	50	145	120		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Mithril Coil	100	0	1	1	65	65	0	0	106	0	32	0	75	51	12378	34500	umc	umc			mbl	mbl	mbl	zmb	umc	0	16	2	1	1	2	1	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Monarch	100	0	1	1	148	148	0	0	156	22	172	0	72	49	27298	57615	uit	uit			kit	kit	kit	xit	uit	0	7	2	3	1	6	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	34	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	2	0	xxx	xxx	0	0	1
Mummified Trophy	100	0	1	1	48	48	0	0	38	3	40	0	33	19	3864	8207	ne6	ne6		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Myrmidon Greaves	100	0	1	1	71	71	0	0	208	0	48	0	85	60	15154	49786	uhb	uhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2	1	4	1	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	83	149	120		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Ogre Gauntlets	100	0	1	1	71	71	0	0	185	0	48	0	85	59	15160	49819	uhg	uhg			hgl	hgl	hgl	xhg	uhg	0	16	2	2	1	4	1	flphgl	invhgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Ornate Armor	0	0	1	1	450	450	5	5	170	0	120	0	64	20	75040	134974	xar	xar			aar	aar	aar	xar	uar	0	1	2	3	1	6	1	flpaar	invaar	invxaru	invxaru	1	2	2	2	2	0	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Overseer Skull	100	0	1	1	142	142	0	0	91	8	40	0	66	44	21374	8207	ned	ned		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Pavise	0	0	1	1	78	78	1	10	133	17	144	0	50	20	9850	27850	xow	xow			tow	tow	tow	xow	uow	0	7	2	3	1	6	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	10	17	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	2	0	xxx	xxx	0	0	1
Plate Boots	0	0	1	1	15	15	0	0	70	0	48	0	27	0	984	3594	hbt	hbt			hbt	hbt	hbt	xhb	uhb	0	16	2	2	1	4	1	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	10	20	120		0	3					1					1					1					1					1					1					1					1					1					1	1	2			1	1	2			1	2	2			1	1	1			1	2	2			1					1	2	2			1			0	8	0	xxx	xxx	0	0	1
Plate Mail	0	0	1	1	116	116	0	10	65	0	120	0	24	0	7446	7576	plt	plt			plt	plt	plt	xlt	ult	0	1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1	1	2			1					1					1					1					1					1	1	1			1					1	1	1			1					1					1			8	8	0	fld	xxx	0	0	1
Preserved Head	100	0	1	1	10	10	0	0	10	6	40	0	1	0	42	463	ne1	ne1		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1	5	7			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Protector Shield	100	0	1	1	153	153	0	0	69	20	80	0	46	29	17650	8207	pa8	pa8		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	8	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0	0	1	0	18	24	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Quilted Armor	0	0	1	1	11	11	0	0	12	0	40	0	1	0	46	302	qui	qui			qlt	qlt	qui	xui	uui	0	1	2	3	1	6	1	flpqlt	invqlt			0	0	0	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1	2	2			1		2			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			7	8	0	lea	gth	0	0	1
Rage Mask	100	0	1	1	90	90	0	0	88	0	90	0	44	24	10022	8206	ba8	ba8			ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	0	0	xxx	xxx	0	0	1
Ring Mail	0	0	1	1	48	48	0	5	36	0	52	0	11	0	1476	1159	rng	rng			rng	rng	rng	xng	ung	0	1	2	3	1	6	1	flprng	invrng			0	0	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3		2			1					1					1	1	2			1					1					1					1					1					1		2			1					1					1					1					1					1					1					1			7	8	0	scl	chn	0	0	1
Rondache	100	0	1	1	18	18	0	0	26	15	60	0	8	1	328	1052	pa2	pa2		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	2	8	100		0	3					1					1					1					1					1	5	5			1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Round Shield	0	0	1	1	55	55	0	0	53	8	128	0	37	20	5150	10374	xml	xml			buc	buc	sml	xml	uml	0	7	2	2	1	4	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	7	14	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	5	0	xxx	xxx	0	0	1
Royal Shield	100	0	1	1	181	181	0	0	114	25	120	0	55	36	25124	8207	paa	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	24	32	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Russet Armor	0	0	1	1	243	243	0	5	97	0	60	0	49	20	31134	39562	xpl	xpl			spl	spl	spl	xpl	upl	0	1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Sacred Armor	100	0	1	1	600	600	5	5	232	0	120	0	85	61	124520	243761	uar	uar			aar	aar	aar	xar	uar	0	1	2	3	1	6	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Sacred Feathers	100	0	1	1	87	87	0	0	62	0	40	0	50	27	9840	8206	dr9	dr9			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Sacred Rondache	100	0	1	1	164	164	0	0	109	28	136	0	70	47	28554	8207	pac	pac		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	35	58	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Sacred Targe	100	0	1	1	158	158	0	0	86	30	90	0	63	42	24206	8207	pab	pab		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	22	70	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Sallet	0	0	1	1	62	62	0	0	43	0	36	0	37	20	5736	11365	xkp	xkp			skp	skp	skp	xkp	ukp	0	0	2	2	1	4	1	flpskp	invskp	invxkpu	invxkpu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Sash(L)	0	0	1	1	2	2	0	0	0	0	24	0	3	0	22	405	lbl	lbl			lbl	lbl	lbl	zlb	ulc	0	16	2	1	1	2	1	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	3	0	0	4	0	0	0			0	1	2	2			1	1	2			1					1					1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1			0	8	0	vbl	tbl	0	0	1
Savage Helmet	100	0	1	1	98	98	0	0	103	0	100	0	49	27	12132	8206	ba9	ba9			ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	0	0	xxx	xxx	0	0	1
Scale Mail	0	0	1	1	60	60	0	10	44	0	72	0	13	0	2170	1658	scl	scl			scl	scl	scl	xcl	ucl	0	1	2	3	1	6	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1	1	2			1					1					1					1					1					1					1		1			1		1			1					1					1					1					1					1			7	8	0	chn	brs	0	0	1
Scarab Husk	100	0	1	1	474	474	0	0	95	0	56	0	68	46	77524	94730	ula	ula			hla	hla	hla	xla	ula	0	1	2	3	1	6	1	flphla	invhla			1	1	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Scarabshell Boots	100	0	1	1	65	65	0	0	91	0	28	0	66	44	10758	30562	uvb	uvb			vbt	vbt	vbt	xvb	uvb	0	16	2	2	1	4	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	60	110	120		0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Scutum	0	0	1	1	61	61	0	5	71	10	124	0	42	20	6512	14836	xrg	xrg			lrg	lrg	lrg	xrg	urg	0	7	2	3	1	6	2	flplrg	invlrg	invxrgu	invxrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	11	15	100		0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	2	0	xxx	xxx	0	0	1
Serpentskin Armor	0	0	1	1	126	126	0	0	43	0	48	0	36	19	11654	10045	xea	xea			lea	lea	lea	xea	uea	0	1	2	3	1	6	1	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Sexton Trophy	100	0	1	1	55	55	0	0	47	8	40	0	45	28	6056	8207	ne8	ne8		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Shadow Plate	100	0	1	1	557	557	2	10	230	0	140	0	83	59	112214	213898	uul	uul			ful	ful	ful	xul	uul	0	1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Shako	100	0	1	1	141	141	0	0	50	0	24	0	58	38	18770	50359	uap	uap			cap	cap	cap	xap	uap	0	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			2	8	0	xxx	xxx	0	0	1
Sharkskin Belt	0	0	1	1	36	36	0	0	20	0	28	0	39	20	3566	8081	zvb	zvb			vbl	vbl	vbl	zvb	uvc	0	16	2	1	1	2	1	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Sharkskin Boots	0	0	1	1	39	39	0	0	47	0	28	0	39	20	3798	8486	xvb	xvb			vbt	vbt	vbt	xvb	uvb	0	16	2	2	1	4	1	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	28	50	120		0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Sharkskin Gloves	0	0	1	1	39	39	0	0	20	0	28	0	39	20	3806	8506	xvg	xvg			vgl	vgl	vgl	xvg	uvg	0	16	2	2	1	4	1	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Sharktooth Armor	0	0	1	1	258	258	2	5	103	0	96	0	55	20	37224	55308	xld	xld			fld	fld	fld	xld	uld	0	1	2	3	1	6	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Skull Cap	0	0	1	1	11	11	0	0	15	0	36	0	5	0	148	555	skp	skp			skp	skp	skp	xkp	ukp	0	0	2	2	1	4	1	flpskp	invskp									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3	2	2			1		2			1					1					1					1					1					1					1					1	2	3			1					1					1					1					1					1					1					1			2	8	0	hlm	crn	0	0	1
Sky Spirit	100	0	1	1	155	155	0	0	113	0	40	0	83	57	28858	41392	dre	dre			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Slayer Guard	100	0	1	1	120	120	0	0	118	0	110	0	54	35	15544	8207	baa	baa			ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			5	0	0	xxx	xxx	0	0	1
Small Shield	0	0	1	1	10	10	0	0	0	6	32	0	1	0	136	551	sml	sml			buc	buc	sml	xml	uml	0	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	2	3	100		0	3	2	2			1		2			1					1					1					1					1					1					1					1	2	3			1		1			1		1			1					1					1					1					1					1			8	5	0	lrg	kit	0	0	1
Spiderweb Sash	100	0	1	1	62	62	0	0	50	0	24	0	61	41	9614	27047	ulc	ulc			lbl	lbl	lbl	zlb	ulc	0	16	2	1	1	2	1	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	8	0	xxx	xxx	0	0	1
Spiked Shield	0	0	1	1	25	25	0	0	30	8	80	0	11	0	630	1320	spk	spk			spk	buc	spk	xpk	upk	0	7	2	3	1	6	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	5	9	100		0	1					1					1					1					1					1	1	2			1					1					1					1					1					1					1					1					1					1					1		2			1			8	8	0	xxx	xxx	0	0	1
Spired Helm	100	0	1	1	159	159	0	0	192	0	80	0	79	54	29056	92088	uhm	uhm			ghm	ghm	ghm	xhm	uhm	0	0	2	2	1	4	1	flpghm	invghm		invuhms							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			7	8	0	xxx	xxx	0	0	1
Spirit Mask	100	0	1	1	35	35	0	0	30	0	40	0	24	13	1890	4855	dr5	dr5			dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1	3	4			1					1			8	8	0	xxx	xxx	0	0	1
Splint Mail	0	0	1	1	95	95	0	5	51	0	60	0	20	0	5164	4647	spl	spl			spl	spl	spl	xpl	upl	0	1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1		1			1					1					1	2	2			1					1					1					1	1	2			1	1	2			1					1					1	1	1			1					1					1			7	8	0	plt	fld	0	0	1
Studded Leather 	0	0	1	1	35	35	0	0	27	0	64	0	8	0	796	714	stu	stu			stu	stu	stu	xtu	utu	0	1	2	3	1	6	1	flpstu	invstu			1	0	0	1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1	2	2			1		2			1					1					1					1					1					1					1					1	2	2			1					1					1					1					1					1					1					1			7	8	0	rng	ltp	0	0	1
Succubae Skull	100	0	1	1	146	146	0	0	95	10	40	0	81	55	26820	8207	nee	nee		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	0	0	xxx	xxx	0	0	1
Sun Spirit	100	0	1	1	147	147	0	0	95	0	40	0	69	46	22872	41392	drc	drc			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Targe	100	0	1	1	12	12	0	0	16	10	40	0	4	0	128	632	pa1	pa1		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	2	6	100		0	3					1					1	5	7			1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			0	0	0	xxx	xxx	0	0	1
Templar Coat	0	0	1	1	274	274	0	10	118	0	120	0	52	20	37132	51046	xlt	xlt			plt	plt	plt	xlt	ult	0	1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			8	8	0	xxx	xxx	0	0	1
Tiara	100	0	1	1	50	50	0	0	0	0	50	0	70	47	11666	70000	ci2	ci2	13		lit	lit	ci1	ci2	ci3	0	0	2	2	1	4	1	flpci1	invci2									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	3					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1			1	2	0	xxx	xxx	0	0	1
